transactionId,customerId,accountId,transactionType,amount,timestamp
33,117,10002,withdrawal,242.74,Fri Dec 05 03:37:40 EST 2014
34,116,10000,deposit,495.16,Sun Jun 03 10:49:22 EDT 2012
35,118,10002,deposit,292.55,Sun Jan 15 19:52:38 EST 2017
36,118,10002,deposit,987.49,Thu Jun 28 05:58:19 EDT 2012
37,114,10000,deposit,353.96,Sun Nov 12 12:37:36 EST 2017
38,111,10000,deposit,356.11,Wed Sep 20 17:40:26 EDT 2017
39,108,10002,deposit,907.54,Wed Jul 17 20:25:31 EDT 2013
40,120,10000,withdrawal,857.47,Sun Aug 10 13:21:56 EDT 2014
41,105,10002,deposit,925.64,Tue Sep 25 19:10:50 EDT 2018
42,119,10001,withdrawal,166.45,Mon Jun 11 23:14:26 EDT 2018
43,119,10002,withdrawal,973.27,Mon Jun 26 02:23:13 EDT 2017
44,102,10000,deposit,240.49,Tue Jul 10 17:06:57 EDT 2018
45,109,10000,withdrawal,342.57,Tue May 29 21:10:45 EDT 2018
46,117,10000,withdrawal,347.86,Fri Jul 25 00:33:55 EDT 2014
47,110,10001,withdrawal,621.19,Tue Mar 15 15:57:05 EDT 2016
48,103,10000,deposit,536.68,Mon Jul 23 08:43:45 EDT 2018
49,115,10002,deposit,896.20,Sat Jan 17 18:11:42 EST 2015
50,105,10000,withdrawal,538.41,Sat Mar 16 18:13:14 EDT 2013
51,109,10002,withdrawal,996.34,Fri May 02 04:13:52 EDT 2014
52,110,10001,withdrawal,206.52,Sun May 01 21:07:52 EDT 2016
53,110,10000,withdrawal,111.80,Wed Sep 17 01:22:53 EDT 2014
54,120,10001,withdrawal,962.43,Fri Mar 30 17:12:19 EDT 2018
55,111,10001,deposit,123.21,Tue Aug 05 13:24:50 EDT 2014
56,105,10002,withdrawal,412.05,Sat Feb 25 09:02:26 EST 2012
57,102,10000,withdrawal,345.16,Thu Feb 25 15:41:55 EST 2016
58,105,10000,deposit,573.29,Wed Sep 26 07:14:29 EDT 2012
59,105,10001,withdrawal,716.63,Sun Aug 23 01:13:26 EDT 2015
60,101,10002,withdrawal,398.56,Fri May 03 13:29:30 EDT 2013
61,115,10001,deposit,684.71,Thu Aug 11 03:39:32 EDT 2016
62,100,10000,withdrawal,699.33,Sun Apr 15 05:31:52 EDT 2012
63,104,10002,deposit,322.49,Thu Aug 04 20:44:58 EDT 2016
64,119,10000,deposit,185.95,Sat May 02 03:30:03 EDT 2015
65,100,10001,deposit,593.23,Sun Apr 29 19:58:28 EDT 2012
66,111,10001,deposit,694.16,Fri Nov 14 12:56:05 EST 2014
67,103,10000,withdrawal,823.50,Mon Oct 21 20:06:37 EDT 2013
68,115,10000,deposit,741.42,Sun Dec 31 04:25:11 EST 2017
69,101,10000,withdrawal,137.40,Fri Mar 02 22:09:47 EST 2018
70,119,10001,withdrawal,115.87,Mon Sep 10 08:11:45 EDT 2018
71,114,10000,withdrawal,645.06,Wed Aug 05 22:05:43 EDT 2015
72,102,10001,withdrawal,368.47,Tue Mar 08 23:37:02 EST 2016
73,109,10000,deposit,783.30,Tue Aug 20 12:03:05 EDT 2013
74,109,10002,deposit,183.64,Sat Jan 19 22:58:06 EST 2013
75,106,10001,deposit,238.24,Sun Dec 01 01:57:05 EST 2013
76,101,10002,deposit,130.41,Thu Nov 14 10:36:38 EST 2013
77,111,10001,withdrawal,712.88,Fri Nov 13 03:57:17 EST 2015
78,111,10002,deposit,946.72,Wed Sep 07 19:17:33 EDT 2016
79,102,10001,deposit,532.12,Fri Feb 23 16:51:42 EST 2018
80,119,10001,deposit,645.87,Mon Sep 29 18:21:46 EDT 2014
81,113,10001,withdrawal,993.96,Thu Aug 27 16:24:20 EDT 2015
82,111,10001,withdrawal,252.66,Sun Apr 08 04:27:35 EDT 2012
83,100,10001,deposit,537.19,Sun May 15 07:49:56 EDT 2016
84,101,10002,deposit,145.51,Thu May 16 15:44:11 EDT 2013
85,101,10000,withdrawal,874.07,Sun Apr 26 21:07:38 EDT 2015
86,117,10000,withdrawal,396.15,Fri Feb 20 18:31:35 EST 2015
87,109,10000,deposit,301.66,Sat Mar 22 19:06:29 EDT 2014
88,113,10001,deposit,578.76,Tue Jan 13 13:05:54 EST 2015
89,117,10001,deposit,583.77,Mon Jun 11 04:59:25 EDT 2012
90,101,10000,deposit,937.52,Thu Jun 16 14:08:05 EDT 2016
91,118,10000,deposit,472.87,Mon Nov 04 12:05:52 EST 2013
92,107,10000,deposit,684.91,Fri Sep 29 01:18:05 EDT 2017
93,105,10000,deposit,554.40,Thu May 11 16:54:09 EDT 2017
94,106,10002,deposit,120.54,Mon May 13 23:42:04 EDT 2013
95,106,10000,deposit,367.37,Thu May 02 11:52:39 EDT 2013
96,119,10000,withdrawal,258.73,Wed May 22 19:05:02 EDT 2013
97,109,10002,withdrawal,746.68,Sun Nov 18 14:27:19 EST 2018
98,107,10000,withdrawal,390.06,Fri Nov 18 15:19:21 EST 2016
99,116,10000,withdrawal,758.84,Wed Jun 06 12:31:00 EDT 2018
100,114,10001,deposit,833.62,Fri May 20 19:56:32 EDT 2016
101,111,10001,deposit,699.92,Thu Nov 10 00:39:08 EST 2016
102,108,10001,withdrawal,631.79,Tue May 22 15:22:37 EDT 2012
103,107,10001,deposit,515.77,Tue Sep 04 05:24:11 EDT 2018
104,106,10000,withdrawal,622.70,Sun Oct 29 18:30:34 EDT 2017
105,118,10001,withdrawal,589.44,Wed May 06 23:58:08 EDT 2015
106,107,10002,deposit,896.88,Sat May 26 21:35:04 EDT 2012
107,100,10000,deposit,222.02,Sat Jul 07 23:40:29 EDT 2018
108,116,10002,withdrawal,601.76,Thu Apr 18 04:07:39 EDT 2013
109,100,10001,withdrawal,662.98,Fri Jan 15 08:40:31 EST 2016
110,111,10000,withdrawal,514.07,Thu Jun 21 02:40:06 EDT 2012
111,100,10002,withdrawal,524.89,Mon Jul 21 07:05:08 EDT 2014
112,102,10002,withdrawal,154.54,Fri Nov 23 16:12:51 EST 2018
113,106,10002,deposit,323.92,Wed May 27 18:28:29 EDT 2015
114,110,10000,withdrawal,700.44,Tue Jan 26 06:02:54 EST 2016
115,107,10002,deposit,174.34,Mon Apr 10 04:50:30 EDT 2017
116,104,10001,withdrawal,322.46,Mon Feb 20 06:49:02 EST 2017
117,112,10000,withdrawal,805.95,Fri Oct 13 16:20:32 EDT 2017
118,103,10001,withdrawal,173.26,Mon Jan 12 00:16:26 EST 2015
119,105,10000,withdrawal,765.15,Sun Nov 06 12:53:38 EST 2016
120,100,10001,deposit,120.16,Mon Mar 03 22:41:34 EST 2014
121,109,10000,deposit,598.17,Tue Oct 22 13:26:53 EDT 2013
122,110,10001,deposit,807.50,Sat Jan 12 21:39:54 EST 2013
123,100,10001,withdrawal,256.14,Sun Feb 21 15:54:53 EST 2016
124,116,10001,deposit,976.05,Fri Jul 24 04:51:04 EDT 2015
125,109,10000,deposit,101.38,Sun Aug 24 14:30:52 EDT 2014
126,119,10001,deposit,216.71,Sun May 05 04:39:15 EDT 2013
127,109,10001,deposit,160.71,Thu Oct 13 11:02:10 EDT 2016
128,113,10001,withdrawal,313.30,Fri Dec 28 10:39:02 EST 2018
129,103,10001,deposit,967.20,Sun Jun 29 02:26:49 EDT 2014
130,117,10002,deposit,355.26,Thu Sep 24 00:41:05 EDT 2015
131,114,10001,withdrawal,303.24,Thu Jun 30 17:39:28 EDT 2016
132,112,10001,deposit,683.58,Sat Oct 12 00:01:53 EDT 2013
133,120,10002,withdrawal,840.06,Wed Apr 29 23:20:15 EDT 2015
134,118,10000,withdrawal,308.35,Tue Jul 28 21:28:36 EDT 2015
135,104,10001,withdrawal,719.46,Thu Dec 11 02:58:10 EST 2014
136,103,10000,withdrawal,557.30,Tue Dec 09 04:41:37 EST 2014
137,116,10000,withdrawal,769.11,Wed Mar 06 08:22:29 EST 2013
138,109,10001,deposit,895.08,Tue Apr 10 06:02:31 EDT 2012
139,118,10002,withdrawal,959.31,Wed Jan 27 04:02:58 EST 2016
140,117,10000,withdrawal,633.64,Sat Jun 30 17:42:00 EDT 2018
141,112,10000,deposit,176.58,Mon Jan 20 07:58:07 EST 2014
142,112,10002,deposit,410.13,Sat Sep 29 02:22:49 EDT 2018
143,117,10002,withdrawal,504.69,Sat Oct 13 22:02:07 EDT 2018
144,120,10002,deposit,979.18,Tue Nov 14 02:04:40 EST 2017
145,114,10000,withdrawal,334.10,Wed Apr 03 14:58:44 EDT 2013
146,108,10002,deposit,838.72,Thu Nov 16 19:38:15 EST 2017
147,106,10000,withdrawal,982.25,Wed Mar 09 17:18:30 EST 2016
148,116,10001,withdrawal,285.74,Wed Feb 19 18:23:39 EST 2014
149,102,10001,withdrawal,806.35,Fri Nov 16 09:24:10 EST 2012
150,111,10000,withdrawal,725.66,Tue Sep 08 13:53:55 EDT 2015
151,115,10000,deposit,342.50,Mon Jan 13 01:44:01 EST 2014
152,118,10001,withdrawal,141.08,Fri Nov 25 01:02:08 EST 2016
153,116,10001,deposit,324.45,Tue May 20 00:47:07 EDT 2014
154,116,10002,deposit,273.80,Wed Apr 01 16:03:13 EDT 2015
155,120,10002,deposit,755.88,Wed Jul 23 21:32:26 EDT 2014
156,118,10000,withdrawal,268.67,Sun Feb 19 10:54:53 EST 2012
157,110,10002,withdrawal,648.24,Tue Apr 05 13:56:24 EDT 2016
158,114,10001,deposit,217.56,Fri Nov 21 18:09:13 EST 2014
159,115,10001,withdrawal,656.28,Fri Oct 20 12:36:13 EDT 2017
160,100,10001,deposit,152.82,Fri Jan 30 07:24:05 EST 2015
161,106,10000,deposit,281.10,Tue Oct 30 21:26:42 EDT 2018
162,103,10001,withdrawal,224.84,Fri Jul 07 07:10:26 EDT 2017
163,103,10000,deposit,673.07,Wed Mar 05 19:29:55 EST 2014
164,104,10002,deposit,505.43,Fri Oct 12 00:14:50 EDT 2012
165,112,10001,withdrawal,607.53,Wed Mar 14 12:54:25 EDT 2012
166,105,10001,deposit,870.21,Tue Dec 24 06:55:38 EST 2013
167,114,10000,withdrawal,188.10,Sun Jan 18 23:14:29 EST 2015
168,110,10001,withdrawal,451.72,Sat Apr 27 15:46:29 EDT 2013
169,115,10002,deposit,533.10,Mon Jun 12 13:34:54 EDT 2017
170,108,10001,withdrawal,758.72,Sun Dec 09 07:57:02 EST 2018
171,108,10002,withdrawal,982.15,Mon Aug 26 05:36:50 EDT 2013
172,117,10000,deposit,581.66,Fri Jan 06 18:34:56 EST 2017
173,110,10002,deposit,283.05,Fri Feb 24 10:11:59 EST 2017
174,101,10000,withdrawal,776.13,Sun Aug 13 22:55:24 EDT 2017
175,107,10002,withdrawal,966.32,Sun Jul 08 00:13:13 EDT 2012
176,118,10000,withdrawal,637.70,Thu Feb 11 03:26:42 EST 2016
177,107,10000,withdrawal,994.35,Fri Oct 06 03:44:14 EDT 2017
178,101,10002,withdrawal,722.38,Sun Feb 10 09:18:41 EST 2013
179,102,10001,withdrawal,612.47,Sat Jan 07 13:32:27 EST 2012
180,100,10000,withdrawal,843.72,Thu Sep 12 05:40:59 EDT 2013
181,118,10000,withdrawal,556.43,Fri Jun 09 00:23:14 EDT 2017
182,107,10002,withdrawal,943.72,Sat Nov 18 07:05:19 EST 2017
183,100,10000,withdrawal,738.31,Wed Nov 02 11:50:01 EDT 2016
184,111,10000,withdrawal,640.08,Sun Jun 10 07:40:56 EDT 2018
185,107,10002,withdrawal,266.53,Mon Jul 06 12:17:49 EDT 2015
186,112,10002,withdrawal,880.79,Sun Jan 05 18:07:12 EST 2014
187,100,10001,deposit,566.23,Mon Mar 03 12:20:26 EST 2014
188,118,10001,deposit,404.90,Fri May 23 23:47:05 EDT 2014
189,102,10000,withdrawal,238.28,Wed Feb 01 09:51:11 EST 2012
190,105,10001,withdrawal,783.20,Sat Aug 08 13:13:25 EDT 2015
191,101,10000,withdrawal,803.38,Wed Dec 31 08:20:37 EST 2014
192,105,10001,deposit,698.50,Sat Jun 29 13:16:40 EDT 2013
193,116,10000,deposit,956.12,Sat Mar 19 19:18:19 EDT 2016
194,109,10001,deposit,982.84,Mon Oct 16 21:18:40 EDT 2017
195,120,10001,deposit,334.94,Wed Jan 11 21:05:38 EST 2017
196,106,10002,withdrawal,261.67,Fri Jul 24 17:14:25 EDT 2015
197,109,10001,withdrawal,100.59,Sun Nov 03 00:58:36 EDT 2013
198,103,10000,deposit,230.01,Thu Mar 10 21:35:29 EST 2016
199,115,10001,deposit,759.62,Tue Oct 02 22:29:44 EDT 2012
200,118,10001,deposit,192.00,Thu Jul 12 04:59:27 EDT 2018
201,102,10001,deposit,573.75,Sat Nov 11 05:53:27 EST 2017
202,105,10000,withdrawal,366.27,Sat Mar 10 11:26:32 EST 2018
203,100,10002,deposit,144.37,Mon Apr 09 08:52:30 EDT 2018
204,106,10002,withdrawal,126.06,Thu Dec 27 08:55:08 EST 2018
205,101,10000,withdrawal,873.73,Sat Jan 04 16:03:17 EST 2014
206,120,10000,withdrawal,230.89,Sat Mar 17 02:05:58 EDT 2018
207,110,10001,withdrawal,252.94,Tue Apr 03 22:05:13 EDT 2018
208,116,10000,deposit,277.88,Fri Jan 04 09:54:05 EST 2013
209,113,10002,withdrawal,835.80,Wed Dec 12 08:38:03 EST 2012
210,105,10000,withdrawal,754.21,Thu Apr 26 03:41:22 EDT 2018
211,111,10000,withdrawal,254.48,Thu Jan 19 12:31:34 EST 2012
212,107,10002,withdrawal,246.97,Wed Jan 31 12:23:03 EST 2018
213,118,10002,deposit,338.67,Sun Sep 28 10:20:06 EDT 2014
214,106,10000,withdrawal,562.60,Mon Mar 24 10:30:04 EDT 2014
215,119,10001,deposit,283.62,Sat Nov 12 04:09:49 EST 2016
216,118,10001,withdrawal,873.18,Thu Mar 20 13:39:30 EDT 2014
217,109,10002,withdrawal,709.40,Sun Mar 22 04:19:28 EDT 2015
218,107,10001,withdrawal,428.93,Thu Apr 28 05:51:28 EDT 2016
219,104,10001,withdrawal,328.64,Thu Jun 21 07:23:20 EDT 2018
220,118,10002,deposit,629.34,Thu Apr 27 19:45:23 EDT 2017
221,114,10002,deposit,836.67,Wed Feb 18 23:51:51 EST 2015
222,120,10002,deposit,436.38,Tue Mar 10 15:23:10 EDT 2015
223,112,10000,deposit,206.28,Wed Dec 05 06:10:39 EST 2018
224,113,10000,withdrawal,883.99,Thu Oct 10 05:04:27 EDT 2013
225,114,10001,deposit,609.59,Mon Jul 30 19:00:46 EDT 2012
226,100,10000,deposit,638.18,Thu Jun 15 11:54:58 EDT 2017
227,109,10001,deposit,187.35,Wed Jan 17 10:17:20 EST 2018
228,111,10001,deposit,844.76,Fri May 23 10:52:40 EDT 2014
229,102,10002,withdrawal,815.18,Wed Sep 05 00:31:52 EDT 2018
230,119,10001,withdrawal,451.43,Thu Jun 09 22:03:04 EDT 2016
231,111,10002,deposit,529.04,Thu Jun 23 05:58:03 EDT 2016
232,107,10002,withdrawal,495.07,Thu Oct 03 15:02:57 EDT 2013
233,113,10000,withdrawal,710.15,Wed Dec 02 00:59:19 EST 2015
234,112,10001,withdrawal,765.35,Sat Jul 20 00:13:29 EDT 2013
235,101,10002,withdrawal,689.78,Wed May 09 22:03:52 EDT 2012
236,112,10002,withdrawal,812.62,Sun Apr 22 00:46:05 EDT 2012
237,101,10001,withdrawal,281.66,Thu Nov 01 06:35:21 EDT 2018
238,110,10000,withdrawal,413.76,Sun Oct 21 17:10:28 EDT 2018
239,103,10000,withdrawal,926.93,Thu Sep 27 10:28:45 EDT 2012
240,119,10000,withdrawal,911.82,Sat Sep 05 06:49:12 EDT 2015
241,117,10001,deposit,161.31,Wed May 31 03:29:34 EDT 2017
242,113,10002,deposit,656.93,Wed Jun 07 03:14:35 EDT 2017
243,111,10001,deposit,942.78,Wed Jun 22 01:59:13 EDT 2016
244,104,10000,deposit,932.42,Tue Jan 15 11:47:22 EST 2013
245,100,10000,withdrawal,226.64,Wed Mar 22 23:44:18 EDT 2017
246,119,10001,deposit,750.22,Wed May 23 09:23:38 EDT 2018
247,120,10002,withdrawal,515.26,Fri Oct 06 19:35:44 EDT 2017
248,100,10002,withdrawal,199.83,Tue Dec 31 15:04:01 EST 2013
249,113,10001,deposit,612.02,Sat Jun 02 08:56:44 EDT 2018
250,118,10001,deposit,676.05,Wed Jun 20 21:50:59 EDT 2012
251,107,10001,deposit,838.33,Wed Jun 10 14:27:32 EDT 2015
252,104,10002,withdrawal,568.20,Sat Jan 25 04:13:57 EST 2014
253,117,10000,withdrawal,401.24,Fri Sep 04 12:28:24 EDT 2015
254,112,10000,deposit,670.29,Mon Jun 11 10:22:11 EDT 2018
255,114,10002,deposit,309.07,Wed Aug 10 23:06:11 EDT 2016
256,114,10000,withdrawal,100.02,Fri Oct 31 01:36:45 EDT 2014
257,106,10001,deposit,326.90,Thu Jan 11 23:27:21 EST 2018
258,110,10000,deposit,659.85,Fri Sep 08 19:31:50 EDT 2017
259,114,10002,withdrawal,115.98,Thu Sep 28 16:23:16 EDT 2017
260,104,10000,deposit,729.11,Tue Jul 26 02:47:53 EDT 2016
261,114,10000,deposit,986.21,Sat Nov 16 11:03:35 EST 2013
262,115,10001,withdrawal,624.07,Wed Apr 09 07:50:54 EDT 2014
263,109,10001,withdrawal,253.66,Sun Feb 28 16:28:27 EST 2016
264,105,10002,deposit,335.45,Fri May 08 15:13:22 EDT 2015
265,118,10001,withdrawal,141.36,Sat Aug 12 06:45:39 EDT 2017
266,112,10000,deposit,247.35,Sat Jul 26 12:50:33 EDT 2014
267,103,10001,deposit,707.66,Thu Jan 11 05:13:49 EST 2018
268,112,10002,deposit,122.27,Thu Sep 11 13:15:22 EDT 2014
269,104,10000,withdrawal,678.97,Mon Jul 02 11:03:32 EDT 2018
270,117,10000,deposit,507.52,Fri Aug 25 03:21:26 EDT 2017
271,119,10001,deposit,475.24,Thu Jul 26 02:33:59 EDT 2018
272,119,10002,withdrawal,920.93,Sat Sep 08 10:58:47 EDT 2012
273,108,10001,withdrawal,669.60,Thu Jan 24 18:24:24 EST 2013
274,119,10001,withdrawal,419.65,Thu Feb 19 22:12:32 EST 2015
275,119,10000,deposit,472.98,Wed Feb 03 10:47:05 EST 2016
276,116,10000,withdrawal,250.20,Thu Jul 21 16:57:12 EDT 2016
277,107,10002,withdrawal,700.39,Fri May 23 20:32:57 EDT 2014
278,119,10002,deposit,644.14,Fri Dec 08 17:34:50 EST 2017
279,107,10001,withdrawal,806.42,Fri May 01 22:37:20 EDT 2015
280,100,10002,deposit,762.47,Tue Oct 03 03:12:08 EDT 2017
281,112,10001,deposit,234.45,Wed Apr 03 21:16:48 EDT 2013
282,111,10000,withdrawal,457.26,Fri Nov 04 13:01:12 EDT 2016
283,107,10000,deposit,971.33,Sat Jan 17 12:00:10 EST 2015
284,102,10000,deposit,368.26,Wed Jan 17 05:41:47 EST 2018
285,109,10001,withdrawal,907.21,Tue Dec 25 11:28:24 EST 2018
286,113,10000,withdrawal,360.61,Wed Jul 06 02:01:51 EDT 2016
287,107,10002,deposit,952.19,Thu Mar 12 19:22:02 EDT 2015
288,102,10000,deposit,332.89,Thu Jun 21 16:18:19 EDT 2018
289,107,10002,deposit,408.86,Sat Dec 09 17:46:01 EST 2017
290,110,10000,withdrawal,195.78,Sun Dec 02 17:04:29 EST 2012
291,111,10000,deposit,888.12,Sat Mar 08 07:25:10 EST 2014
292,117,10002,deposit,256.88,Fri Oct 09 02:53:17 EDT 2015
293,108,10000,withdrawal,688.45,Thu May 31 01:20:22 EDT 2018
294,101,10000,deposit,328.57,Sat Mar 16 23:34:11 EDT 2013
295,101,10001,withdrawal,737.63,Wed Sep 18 17:55:12 EDT 2013
296,109,10001,withdrawal,935.90,Thu Nov 29 14:08:56 EST 2012
297,108,10002,deposit,758.11,Tue Feb 07 01:10:07 EST 2012
298,108,10001,deposit,392.71,Fri May 04 03:44:34 EDT 2012
299,108,10002,deposit,247.96,Sun Jul 01 02:59:24 EDT 2018
300,113,10002,withdrawal,945.52,Sun Aug 14 10:10:58 EDT 2016
301,105,10000,deposit,821.66,Thu Oct 13 22:26:47 EDT 2016
302,101,10000,deposit,211.66,Fri Jan 05 15:17:35 EST 2018
303,105,10002,deposit,136.83,Sat Oct 04 22:39:42 EDT 2014
304,103,10001,deposit,688.05,Sun Jun 22 08:39:12 EDT 2014
305,107,10001,withdrawal,141.44,Fri Aug 10 17:43:04 EDT 2018
306,102,10002,withdrawal,966.23,Tue Nov 20 08:21:15 EST 2012
307,106,10001,withdrawal,387.19,Mon Sep 08 09:04:36 EDT 2014
308,108,10001,deposit,762.61,Fri Nov 16 13:38:41 EST 2012
309,104,10002,deposit,632.53,Thu May 10 19:41:37 EDT 2018
310,116,10002,withdrawal,199.02,Thu Apr 05 03:16:53 EDT 2018
311,109,10000,withdrawal,419.84,Wed Aug 28 16:27:39 EDT 2013
312,102,10001,withdrawal,737.35,Wed Oct 02 02:14:39 EDT 2013
313,112,10002,deposit,741.71,Wed Mar 11 08:38:29 EDT 2015
314,117,10001,withdrawal,802.90,Fri Nov 22 03:50:03 EST 2013
315,116,10001,withdrawal,387.52,Thu Jul 13 02:35:24 EDT 2017
316,107,10000,withdrawal,248.07,Sun Nov 13 23:17:53 EST 2016
317,107,10000,withdrawal,340.56,Tue Aug 25 03:33:46 EDT 2015
318,117,10001,withdrawal,655.12,Sun May 13 15:20:55 EDT 2018
319,115,10000,deposit,860.43,Sat Oct 12 17:04:48 EDT 2013
320,117,10001,withdrawal,338.28,Wed Jan 30 10:49:53 EST 2013
321,101,10002,withdrawal,416.35,Wed Mar 20 14:11:12 EDT 2013
322,105,10001,withdrawal,149.88,Sat Aug 13 22:55:07 EDT 2016
323,108,10001,deposit,123.67,Mon Jul 20 03:58:36 EDT 2015
324,120,10002,deposit,493.19,Mon Mar 23 16:12:23 EDT 2015
325,104,10000,withdrawal,929.64,Tue Oct 24 22:51:34 EDT 2017
326,106,10001,deposit,627.44,Tue Mar 20 15:34:39 EDT 2012
327,108,10002,withdrawal,656.42,Mon Jan 27 12:55:50 EST 2014
328,104,10002,deposit,554.43,Tue Sep 06 01:11:56 EDT 2016
329,107,10002,deposit,448.46,Fri Mar 11 02:13:12 EST 2016
330,114,10000,withdrawal,913.68,Wed Mar 28 19:14:40 EDT 2018
331,115,10001,withdrawal,724.76,Tue Nov 17 20:41:17 EST 2015
332,113,10002,deposit,872.45,Sat Jun 21 00:49:30 EDT 2014
333,101,10000,deposit,919.09,Sat May 24 12:10:15 EDT 2014
334,107,10000,deposit,804.46,Tue May 23 20:07:53 EDT 2017
335,120,10001,deposit,767.74,Sat Aug 12 11:26:20 EDT 2017
336,110,10002,withdrawal,390.98,Tue Sep 25 19:57:43 EDT 2012
337,120,10002,deposit,658.43,Fri Jun 05 02:47:37 EDT 2015
338,116,10001,deposit,491.19,Mon Jun 17 19:37:31 EDT 2013
339,107,10001,deposit,954.33,Wed Jul 17 07:41:32 EDT 2013
340,107,10000,withdrawal,921.66,Tue Jun 04 15:42:51 EDT 2013
341,118,10001,deposit,303.96,Mon Jan 11 07:08:55 EST 2016
342,113,10001,withdrawal,785.02,Thu Jun 07 04:01:41 EDT 2018
343,112,10001,deposit,325.27,Sun Apr 06 09:01:54 EDT 2014
344,111,10002,withdrawal,230.92,Tue Mar 31 00:04:51 EDT 2015
345,105,10002,deposit,333.88,Thu Aug 28 16:56:55 EDT 2014
346,110,10002,withdrawal,881.14,Thu Oct 18 19:10:37 EDT 2018
347,117,10002,deposit,252.14,Mon Oct 15 07:17:51 EDT 2012
348,120,10001,deposit,812.81,Sun Oct 26 19:17:20 EDT 2014
349,101,10001,withdrawal,645.33,Mon Sep 28 09:16:13 EDT 2015
350,103,10000,deposit,969.53,Wed Oct 29 13:13:42 EDT 2014
351,119,10002,withdrawal,710.60,Sun Sep 01 23:59:53 EDT 2013
352,102,10001,deposit,320.75,Sat Jul 21 18:32:28 EDT 2012
353,117,10000,withdrawal,358.88,Tue Sep 13 16:29:52 EDT 2016
354,112,10002,deposit,448.84,Fri May 06 16:30:34 EDT 2016
355,104,10000,withdrawal,813.37,Tue Aug 07 06:19:43 EDT 2018
356,111,10001,withdrawal,705.16,Mon Dec 12 09:34:55 EST 2016
357,103,10000,withdrawal,790.26,Sun Jun 29 05:06:03 EDT 2014
358,101,10000,withdrawal,329.28,Thu Oct 05 19:51:49 EDT 2017
359,101,10002,deposit,677.85,Wed May 21 19:06:27 EDT 2014
360,110,10002,withdrawal,340.29,Tue Oct 17 22:32:23 EDT 2017
361,115,10002,withdrawal,273.91,Sun Dec 02 17:37:51 EST 2018
362,118,10000,withdrawal,863.86,Fri Jun 06 09:23:43 EDT 2014
363,105,10000,withdrawal,761.50,Fri Jun 02 09:23:21 EDT 2017
364,107,10002,withdrawal,491.72,Mon Jan 22 14:11:47 EST 2018
365,109,10000,withdrawal,256.79,Wed Mar 16 17:50:10 EDT 2016
366,113,10002,deposit,239.62,Sat Dec 17 17:04:38 EST 2016
367,107,10002,deposit,610.13,Sun Jan 13 15:51:03 EST 2013
368,113,10000,deposit,418.22,Sun Sep 10 01:02:20 EDT 2017
369,104,10002,deposit,170.92,Tue Mar 29 06:10:38 EDT 2016
370,108,10000,withdrawal,428.52,Mon Jun 11 09:03:21 EDT 2018
371,111,10001,withdrawal,813.79,Fri May 15 18:04:38 EDT 2015
